Date,Month,Day,Year,Source_x,Site ID_x,POC_x,Daily Mean PM2.5 Concentration,UNITS_x,DAILY_AQI_VALUE_x,Site Name_x,DAILY_OBS_COUNT_x,PERCENT_COMPLETE_x,AQS_PARAMETER_CODE_x,AQS_PARAMETER_DESC_x,CBSA_CODE_x,CBSA_NAME_x,STATE_CODE_x,STATE_x,COUNTY_CODE_x,COUNTY_x,SITE_LATITUDE_x,SITE_LONGITUDE_x,Source_y,Site ID_y,POC_y,Daily Max 8-hour Ozone Concentration,UNITS_y,DAILY_AQI_VALUE_y,Site Name_y,DAILY_OBS_COUNT_y,PERCENT_COMPLETE_y,AQS_PARAMETER_CODE_y,AQS_PARAMETER_DESC_y,CBSA_CODE_y,CBSA_NAME_y,STATE_CODE_y,STATE_y,COUNTY_CODE_y,COUNTY_y,SITE_LATITUDE_y,SITE_LONGITUDE_y,state,dataQualityGrade,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
5/11/2020,5,11,2020,AQS,270530962,3,3.9,ug/m3 LC,16,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.025,ppm,23,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,591,591,13,,1716,1716,452,59,600,194,115585,4476,,,,,,14379,14379,827,0,,,,,,6945,129964,5303,129964,5303,,,,,,0,,0
5/12/2020,5,12,2020,AQS,270530962,3,8.2,ug/m3 LC,34,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.029,ppm,27,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,614,614,23,,1799,1799,496,83,625,199,118934,3349,,,,,,15043,15043,664,0,,,,,,7609,133977,4013,133977,4013,,,,,,0,,0
5/13/2020,5,13,2020,AQS,270530962,3,6.8,ug/m3 LC,28,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,638,638,24,9,1851,1851,494,52,647,199,125502,6568,,,,,,15772,15772,729,0,,,,,,8149,141274,7297,141274,7297,,,,,,0,,0
5/14/2020,5,14,2020,AQS,270530962,3,3.7,ug/m3 LC,15,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.025,ppm,23,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,663,663,25,9,1915,1915,498,64,663,203,131443,5941,,,,,,16565,16565,793,0,,,,,,8473,148008,6734,148008,6734,,,,,,0,,0
5/15/2020,5,15,2020,AQS,270530962,3,3.8,ug/m3 LC,16,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.023,ppm,21,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,692,683,29,9,1985,1985,498,70,679,200,139773,8330,,,,,,17363,17363,798,0,,,,,,8820,157136,9128,157136,9128,,,,,,0,,0
5/16/2020,5,16,2020,AQS,270530962,3,4.1,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.023,ppm,21,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,709,700,17,9,2039,2039,493,54,700,225,147399,7626,,,,,,17705,17705,342,0,,,,,,9571,165104,7968,165104,7968,,,,,,0,,0
5/17/2020,5,17,2020,AQS,270530962,3,3.3,ug/m3 LC,14,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.022,ppm,20,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,731,722,22,9,2090,2090,487,51,716,221,153069,5670,,,,,,18016,18016,311,0,,,,,,10175,171077,5973,171077,5973,,,,,,0,,0
5/18/2020,5,18,2020,AQS,270530962,3,4.1,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.025,ppm,23,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,740,731,9,9,2128,2128,488,38,731,229,158487,5418,,,,,,18987,18987,971,0,,,,,,10764,177474,6397,177474,6397,,,,,,0,,0
5/19/2020,5,19,2020,AQS,270530962,3,8,ug/m3 LC,33,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.028,ppm,26,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A+,757,748,17,9,2221,2221,545,93,750,229,164009,5522,,,,,,19842,19842,855,0,,,,,,11540,183851,6377,183851,6377,,,,,,0,,0
5/20/2020,5,20,2020,AQS,270530962,3,6.2,ug/m3 LC,26,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.037,ppm,34,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,786,777,29,9,2308,2308,550,87,773,212,170199,6190,,,,,,20609,20609,767,0,,,,,,12227,190808,6957,190808,6957,,,,,,0,,0
5/21/2020,5,21,2020,AQS,270530962,3,6.7,ug/m3 LC,28,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.025,ppm,23,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,818,809,32,9,2380,2380,566,72,787,229,177506,7307,,,,,,21582,21582,973,0,,,,,,12488,199088,8280,199088,8280,,,,,,0,,0
5/22/2020,5,22,2020,AQS,270530962,3,7.6,ug/m3 LC,32,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.022,ppm,20,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,851,842,33,9,2432,2432,534,52,806,233,186436,8930,,,,,,22374,22374,792,0,,,,,,12696,208810,9722,208810,9722,,,,,,0,,0
5/23/2020,5,23,2020,AQS,270530962,3,7.5,ug/m3 LC,31,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,861,852,10,9,2534,2534,568,102,832,215,194941,8505,,,,,,22765,22765,391,0,,,,,,13485,217706,8896,217706,8896,,,,,,0,,0
5/24/2020,5,24,2020,AQS,270530962,3,9.3,ug/m3 LC,39,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,878,869,17,9,2588,2588,553,54,841,207,201566,6625,,,,,,23121,23121,356,0,,,,,,14115,224687,6981,224687,6981,,,,,,0,,0
5/25/2020,5,25,2020,AQS,270530962,3,8,ug/m3 LC,33,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.033,ppm,31,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,890,881,12,9,2676,2676,605,88,869,248,207816,6250,,,,,,23524,23524,403,0,,,,,,14816,231340,6653,231340,6653,,,,,,0,,0
5/26/2020,5,26,2020,AQS,270530962,3,2.8,ug/m3 LC,12,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.025,ppm,23,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,908,899,18,9,2709,2709,570,33,886,258,213974,6158,,,,,,24308,24308,784,0,,,,,,15523,238282,6942,238282,6942,,,,,,0,,0
5/27/2020,5,27,2020,AQS,270530962,3,4,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.028,ppm,26,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,942,932,34,10,2796,2796,598,87,902,260,222821,8847,,,,,,24988,24988,680,0,,,,,,16314,247809,9527,247809,9527,,,,,,0,,0
5/28/2020,5,28,2020,AQS,270530962,3,5.8,ug/m3 LC,24,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,977,967,35,10,2880,2880,606,84,924,242,232195,9374,,,,,,25559,25559,571,0,,,,,,16655,257754,9945,257754,9945,,,,,,0,,0
5/29/2020,5,29,2020,AQS,270530962,3,6.2,ug/m3 LC,26,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.015,ppm,14,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1006,996,29,10,2936,2936,592,56,938,259,242124,9929,,,,,,26013,26013,454,0,,,,,,16930,268137,10383,268137,10383,,,,,,0,,0
5/30/2020,5,30,2020,AQS,270530962,3,4.1,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.03,ppm,28,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1036,1026,30,10,3011,3011,589,75,960,263,250392,8268,,,,,,26181,26181,168,0,,,,,,17864,276573,8436,276573,8436,,,,,,0,,0
5/31/2020,5,31,2020,AQS,270530962,3,10.2,ug/m3 LC,43,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.039,ppm,36,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1050,1040,14,10,3047,3047,555,36,971,257,257133,6741,,,,,,26322,26322,141,0,,,,,,18695,283455,6882,283455,6882,,,,,,0,,0
6/1/2020,6,1,2020,AQS,270530962,3,10,ug/m3 LC,42,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.043,ppm,40,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1060,1050,10,10,3086,3086,549,39,981,253,260739,3606,,,,,,26897,26897,575,0,,,,,,19441,287636,4181,287636,4181,,,,,,0,,0
6/2/2020,6,2,2020,AQS,270530962,3,9.3,ug/m3 LC,39,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.031,ppm,29,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1082,1072,22,10,3134,3134,537,48,1003,248,267931,7192,,,,,,27376,27376,479,0,,,,,,20381,295307,7671,295307,7671,,,,,,0,,0
6/3/2020,6,3,2020,AQS,270530962,3,16.8,ug/m3 LC,61,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.038,ppm,35,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1097,1086,15,11,3203,3203,537,69,1022,254,283319,15388,,,,,,27889,27889,513,0,,,,,,21169,311208,15901,311208,15901,,,,,,0,,0
6/4/2020,6,4,2020,AQS,270530962,3,5.2,ug/m3 LC,22,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.035,ppm,32,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1126,1115,29,11,3253,3253,512,50,1033,244,293858,10539,,,,,,28290,28290,401,0,,,,,,21490,322148,10940,322148,10940,,,,,,0,,0
6/5/2020,6,5,2020,AQS,270530962,3,5.7,ug/m3 LC,24,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.032,ppm,30,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1159,1148,33,11,3289,3289,478,36,1044,220,304497,10639,,,,,,28688,28688,398,0,,,,,,21864,333185,11037,333185,11037,,,,,,0,,0
6/6/2020,6,6,2020,AQS,270530962,3,4,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.026,ppm,24,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1181,1170,22,11,3336,3336,473,47,1044,206,314744,10247,,,,,,28853,28853,165,0,,,,,,22253,343597,10412,343597,10412,,,,,,0,,0
6/7/2020,6,7,2020,AQS,270530962,3,5.2,ug/m3 LC,22,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.038,ppm,35,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1197,1186,16,11,3367,3367,450,31,1044,199,324153,9409,,,,,,28988,28988,135,0,,,,,,22992,353141,9544,353141,9544,,,,,,0,,0
6/8/2020,6,8,2020,AQS,270530962,3,10.9,ug/m3 LC,45,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.048,ppm,44,Near Road I-35/I-94,15,88,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1208,1197,11,11,3401,3401,452,34,1052,198,331476,7323,,,,,,29436,29436,448,0,,,,,,23657,360912,7771,360912,7771,,,,,,0,,0
6/9/2020,6,9,2020,AQS,270530962,3,10.7,ug/m3 LC,45,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1228,1217,20,11,3441,3441,455,40,1068,199,339927,8451,,,,,,29866,29866,430,0,,,,,,24221,369793,8881,369793,8881,,,,,,0,,0
6/10/2020,6,10,2020,AQS,270530962,3,3,ug/m3 LC,13,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AirNow,270530962,1,0.023,ppm,21,Near Road I-35/I-94,24,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1267,1236,39,31,3482,3482,427,41,1083,193,351634,11707,,,,,,30199,30199,333,0,,,,,,24675,381833,12040,381833,12040,,,,,,0,,0
6/11/2020,6,11,2020,AQS,270530962,3,4.3,ug/m3 LC,18,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.029,ppm,27,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1280,1249,13,31,3522,3522,411,40,1091,196,364816,13182,,,,,,30418,30418,219,0,,,,,,24870,395234,13401,395234,13401,,,,,,0,,0
6/12/2020,6,12,2020,AQS,270530962,3,16.2,ug/m3 LC,60,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.019,ppm,18,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1305,1274,25,31,3557,3557,403,35,1093,191,377589,12773,,,,,,30463,30463,45,0,,,,,,25028,408052,12818,408052,12818,,,,,,0,,0
6/13/2020,6,13,2020,AQS,270530962,3,4,ug/m3 LC,17,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.023,ppm,21,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1314,1283,9,31,3581,3581,390,24,1104,191,387245,9656,,,,,,30465,30465,2,0,,,,,,25620,417710,9658,417710,9658,,,,,,0,,0
6/14/2020,6,14,2020,AQS,270530962,3,5,ug/m3 LC,21,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.036,ppm,33,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1329,1298,15,31,3610,3610,369,29,1110,186,387239,-6,,,,,,30471,30471,6,0,,,,,,26090,417710,0,417710,0,,,,,,0,,0
6/15/2020,6,15,2020,AQS,270530962,3,7.5,ug/m3 LC,31,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.041,ppm,38,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1335,1304,6,31,3630,3630,353,20,1121,186,392229,4990,,,,,,30693,30693,222,0,,,,,,26609,422922,5212,422922,5212,,,,,,0,,0
6/16/2020,6,16,2020,AQS,270530962,3,9.5,ug/m3 LC,40,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.047,ppm,44,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1344,1313,9,31,3658,3658,357,28,1128,185,398263,6034,,,,,,30882,30882,189,0,,,,,,27006,429145,6223,429145,6223,,,,,,0,,0
6/17/2020,6,17,2020,AQS,270530962,3,15,ug/m3 LC,57,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.046,ppm,43,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1357,1325,13,32,3689,3689,351,31,1136,181,417291,19028,,,,,,31296,31296,414,0,,,,,,27404,448587,19442,448587,19442,,,,,,0,,0
6/18/2020,6,18,2020,AQS,270530962,3,6.3,ug/m3 LC,26,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.035,ppm,32,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1376,1344,19,32,3718,3718,345,29,1144,171,429204,11913,,,,,,31675,31675,379,0,,,,,,27566,460879,12292,460879,12292,,,,,,0,,0
6/19/2020,6,19,2020,AQS,270530962,3,4.3,ug/m3 LC,18,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AQS,270530962,1,0.019,ppm,18,Near Road I-35/I-94,17,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1393,1361,17,32,3748,3748,339,30,1150,168,443121,13917,,,,,,32031,32031,356,0,,,,,,27709,475152,14273,475152,14273,,,,,,0,,0
6/20/2020,6,20,2020,AQS,270530962,3,8.2,ug/m3 LC,34,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AirNow,270530962,1,0.021,ppm,19,Near Road I-35/I-94,24,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1404,1372,11,32,3767,3767,324,19,1155,161,459576,16455,,,,,,32467,32467,436,0,,,,,,28205,492043,16891,492043,16891,,,,,,0,,0
6/21/2020,6,21,2020,AQS,270530962,3,8.8,ug/m3 LC,37,Near Road I-35/I-94,1,100,88101,PM2.5 - Local Conditions,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,AirNow,270530962,1,0.033,ppm,31,Near Road I-35/I-94,24,100,44201,Ozone,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,Minnesota,53,Hennepin,44.965242,-93.254759,MN,A,1412,1380,8,32,3797,3797,322,30,1163,160,471443,11867,,,,,,32920,32920,453,0,,,,,,28663,504363,12320,504363,12320,,,,,,0,,0
